Invoice_ID,Customer_ID,Invoice_Date,Due_Date,Invoice_Amount_USD,Invoice_Status,Product_Plan,Invoice_Month
INV00349,C004,2023-10-08,2023-11-07,428.11,Paid,Basic,2023-10
INV00350,C044,2023-10-08,2023-11-07,188.93,Paid,Basic,2023-10
INV00351,C117,2023-10-17,2023-11-16,143.97,Paid,Basic,2023-10
INV00352,C123,2023-10-06,2023-11-05,203.78,Overdue,Pro,2023-10
INV00353,C009,2023-10-21,2023-11-20,143.52,Paid,Enterprise,2023-10
INV00354,C059,2023-10-04,2023-11-03,4459.79,Paid,Enterprise,2023-10
INV00355,C087,2023-10-27,2023-11-26,148.55,Paid,Enterprise,2023-10
INV00356,C077,2023-10-28,2023-11-27,6877.09,Open,Enterprise,2023-10
INV00357,C137,2023-10-05,2023-11-04,591.78,Partial,Enterprise,2023-10
INV00358,C101,2023-10-05,2023-11-04,258.81,Paid,Basic,2023-10
INV00359,C063,2023-10-20,2023-11-19,173.16,Overdue,Pro,2023-10
INV00360,C119,2023-10-05,2023-11-04,138.71,Paid,Enterprise,2023-10
INV00361,C078,2023-10-12,2023-11-11,239.88,Open,Enterprise,2023-10
INV00362,C121,2023-10-26,2023-11-25,205.71,Paid,Basic,2023-10
INV00363,C033,2023-10-10,2023-11-09,680.93,Paid,Pro,2023-10
INV00364,C074,2023-10-12,2023-11-11,110.68,Paid,Enterprise,2023-10
INV00365,C064,2023-10-23,2023-11-22,289.36,Paid,Pro,2023-10
INV00366,C019,2023-10-05,2023-11-04,166.53,Paid,Basic,2023-10
INV00367,C087,2023-10-26,2023-11-25,244.17,Partial,Enterprise,2023-10
INV00368,C134,2023-10-12,2023-11-11,272.73,Paid,Pro,2023-10
INV00369,C105,2023-10-12,2023-11-11,128.13,Paid,Basic,2023-10
INV00370,C120,2023-10-07,2023-11-06,195.81,Open,Pro,2023-10
INV00371,C136,2023-10-06,2023-11-05,103.21,Paid,Pro,2023-10
INV00372,C061,2023-10-11,2023-11-10,171.69,Paid,Basic,2023-10
INV00373,C028,2023-10-13,2023-11-12,149.44,Paid,Pro,2023-10
INV00374,C094,2023-10-28,2023-11-27,359.23,Paid,Basic,2023-10
INV00375,C131,2023-10-13,2023-11-12,202.18,Overdue,Pro,2023-10
INV00376,C014,2023-10-24,2023-11-23,3495.89,Paid,Basic,2023-10
INV00377,C049,2023-10-07,2023-11-06,189.08,Paid,Basic,2023-10
INV00378,C022,2023-10-05,2023-11-04,204.56,Paid,Basic,2023-10
INV00379,C021,2023-10-25,2023-11-24,183.64,Paid,Basic,2023-10
INV00380,C009,2023-10-07,2023-11-06,126.79,Overdue,Pro,2023-10
INV00381,C023,2023-10-05,2023-11-04,175.73,Paid,Pro,2023-10
INV00382,C003,2023-10-26,2023-11-25,222.86,Paid,Enterprise,2023-10
INV00383,C128,2023-10-10,2023-11-09,148.4,Overdue,Pro,2023-10
INV00384,C041,2023-10-21,2023-11-20,834.2,Paid,Enterprise,2023-10
INV00385,C049,2023-10-10,2023-11-09,153.43,Paid,Basic,2023-10
INV00386,C068,2023-10-20,2023-11-19,144.8,Paid,Enterprise,2023-10
INV00387,C138,2023-10-25,2023-11-24,116.2,Paid,Basic,2023-10
INV00388,C128,2023-10-07,2023-11-06,418.16,Paid,Basic,2023-10
INV00389,C111,2023-10-03,2023-11-02,94.92,Partial,Pro,2023-10
INV00390,C087,2023-10-09,2023-11-08,163.04,Paid,Basic,2023-10
INV00391,C082,2023-10-25,2023-11-24,2708.48,Partial,Basic,2023-10
INV00392,C087,2023-10-07,2023-11-06,124.07,Open,Enterprise,2023-10
INV00393,C102,2023-10-17,2023-11-16,100.89,Paid,Pro,2023-10
INV00394,C002,2023-10-22,2023-11-21,226.29,Paid,Enterprise,2023-10
INV00395,C094,2023-10-18,2023-11-17,170.84,Paid,Basic,2023-10
INV00396,C016,2023-10-18,2023-11-17,1906.0,Paid,Pro,2023-10
INV00397,C042,2023-10-07,2023-11-06,875.8,Paid,Basic,2023-10
INV00398,C099,2023-10-04,2023-11-03,178.25,Paid,Basic,2023-10
INV00399,C090,2023-10-19,2023-11-18,377.42,Paid,Enterprise,2023-10
INV00400,C017,2023-10-10,2023-11-09,391.26,Overdue,Pro,2023-10
INV00401,C098,2023-10-10,2023-11-09,1443.29,Overdue,Enterprise,2023-10
INV00402,C017,2023-10-07,2023-11-06,137.08,Paid,Enterprise,2023-10
INV00403,C081,2023-10-22,2023-11-21,177.36,Partial,Pro,2023-10
INV00404,C073,2023-10-16,2023-11-15,114.43,Overdue,Pro,2023-10
INV00405,C046,2023-10-11,2023-11-10,114.51,Overdue,Enterprise,2023-10
INV00406,C133,2023-10-16,2023-11-15,219.73,Overdue,Pro,2023-10
INV00407,C029,2023-10-05,2023-11-04,487.38,Paid,Pro,2023-10
INV00408,C127,2023-10-02,2023-11-01,614.06,Paid,Enterprise,2023-10
INV00409,C006,2023-10-02,2023-11-01,111.82,Paid,Enterprise,2023-10
INV00410,C071,2023-10-23,2023-11-22,535.02,Partial,Enterprise,2023-10
INV00411,C110,2023-10-19,2023-11-18,236.88,Overdue,Enterprise,2023-10
INV00412,C084,2023-10-01,2023-10-31,241.12,Overdue,Basic,2023-10
INV00413,C136,2023-10-03,2023-11-02,168.76,Partial,Pro,2023-10
INV00414,C120,2023-10-18,2023-11-17,150.18,Paid,Enterprise,2023-10
INV00415,C018,2023-10-05,2023-11-04,138.79,Paid,Pro,2023-10
INV00416,C028,2023-10-12,2023-11-11,158.77,Overdue,Enterprise,2023-10
INV00417,C013,2023-10-05,2023-11-04,330.18,Partial,Basic,2023-10
INV00418,C081,2023-10-12,2023-11-11,191.22,Paid,Enterprise,2023-10
INV00419,C107,2023-10-27,2023-11-26,992.85,Paid,Enterprise,2023-10
INV00420,C109,2023-10-03,2023-11-02,2912.31,Paid,Basic,2023-10
INV00421,C072,2023-10-21,2023-11-20,771.21,Open,Basic,2023-10
INV00422,C081,2023-10-12,2023-11-11,285.13,Paid,Enterprise,2023-10
INV00423,C050,2023-11-17,2023-12-17,300.93,Paid,Basic,2023-11
INV00424,C001,2023-11-18,2023-12-18,209.19,Overdue,Enterprise,2023-11
INV00425,C089,2023-11-27,2023-12-27,711.67,Paid,Basic,2023-11
INV00426,C018,2023-11-10,2023-12-10,84.78,Paid,Pro,2023-11
INV00427,C077,2023-11-17,2023-12-17,3307.36,Overdue,Pro,2023-11
INV00428,C062,2023-11-03,2023-12-03,1272.6,Paid,Pro,2023-11
INV00429,C083,2023-11-19,2023-12-19,317.9,Paid,Pro,2023-11
INV00430,C018,2023-11-05,2023-12-05,143.61,Open,Pro,2023-11
INV00431,C097,2023-11-15,2023-12-15,332.36,Partial,Pro,2023-11
INV00432,C023,2023-11-16,2023-12-16,231.3,Paid,Pro,2023-11
INV00433,C130,2023-11-04,2023-12-04,307.38,Paid,Enterprise,2023-11
INV00434,C062,2023-11-26,2023-12-26,893.41,Paid,Basic,2023-11
INV00435,C128,2023-11-13,2023-12-13,160.73,Paid,Pro,2023-11
INV00436,C022,2023-11-18,2023-12-18,354.67,Paid,Enterprise,2023-11
INV00437,C079,2023-11-12,2023-12-12,202.93,Overdue,Enterprise,2023-11
INV00438,C052,2023-11-03,2023-12-03,139.61,Paid,Enterprise,2023-11
INV00439,C107,2023-11-20,2023-12-20,983.37,Paid,Basic,2023-11
INV00440,C068,2023-11-24,2023-12-24,135.96,Paid,Enterprise,2023-11
INV00441,C030,2023-11-13,2023-12-13,130.42,Paid,Basic,2023-11
INV00442,C023,2023-11-26,2023-12-26,179.93,Paid,Pro,2023-11
INV00443,C127,2023-11-20,2023-12-20,695.68,Paid,Basic,2023-11
INV00444,C068,2023-11-08,2023-12-08,223.16,Paid,Pro,2023-11
INV00445,C086,2023-11-14,2023-12-14,162.05,Paid,Basic,2023-11
INV00446,C095,2023-11-27,2023-12-27,240.63,Paid,Basic,2023-11
INV00447,C083,2023-11-06,2023-12-06,196.81,Partial,Basic,2023-11
INV00448,C044,2023-11-17,2023-12-17,341.42,Paid,Pro,2023-11
INV00449,C020,2023-11-02,2023-12-02,181.85,Partial,Enterprise,2023-11
INV00450,C059,2023-11-13,2023-12-13,6307.2,Paid,Pro,2023-11
INV00451,C013,2023-11-09,2023-12-09,152.51,Paid,Enterprise,2023-11
INV00452,C028,2023-11-04,2023-12-04,155.81,Open,Enterprise,2023-11
INV00453,C080,2023-11-04,2023-12-04,109.25,Paid,Enterprise,2023-11
INV00454,C044,2023-11-07,2023-12-07,160.05,Overdue,Pro,2023-11
INV00455,C024,2023-11-04,2023-12-04,232.34,Paid,Pro,2023-11
INV00456,C076,2023-11-24,2023-12-24,651.68,Open,Basic,2023-11
INV00457,C068,2023-11-21,2023-12-21,145.64,Partial,Enterprise,2023-11
INV00458,C139,2023-11-17,2023-12-17,290.93,Overdue,Basic,2023-11
INV00459,C029,2023-11-28,2023-12-28,788.4,Paid,Basic,2023-11
INV00460,C022,2023-11-14,2023-12-14,204.62,Paid,Enterprise,2023-11
INV00461,C089,2023-11-13,2023-12-13,766.81,Overdue,Basic,2023-11
INV00462,C006,2023-11-24,2023-12-24,359.47,Paid,Basic,2023-11
INV00463,C132,2023-11-08,2023-12-08,114.31,Paid,Pro,2023-11
INV00464,C107,2023-11-09,2023-12-09,547.33,Paid,Enterprise,2023-11
INV00465,C043,2023-11-21,2023-12-21,169.27,Paid,Enterprise,2023-11
INV00466,C038,2023-11-05,2023-12-05,606.96,Open,Enterprise,2023-11
INV00467,C125,2023-11-06,2023-12-06,124.79,Open,Basic,2023-11
INV00468,C068,2023-11-14,2023-12-14,120.63,Paid,Pro,2023-11
INV00469,C118,2023-11-12,2023-12-12,2506.67,Overdue,Basic,2023-11
INV00470,C105,2023-11-06,2023-12-06,343.23,Paid,Basic,2023-11
INV00471,C069,2023-11-19,2023-12-19,1455.48,Paid,Basic,2023-11
INV00472,C059,2023-11-15,2023-12-15,2728.89,Overdue,Basic,2023-11
INV00473,C071,2023-11-27,2023-12-27,1332.01,Paid,Basic,2023-11
INV00474,C031,2023-11-01,2023-12-01,2934.8,Paid,Basic,2023-11
INV00475,C063,2023-11-12,2023-12-12,308.8,Paid,Pro,2023-11
INV00476,C104,2023-11-15,2023-12-15,144.5,Overdue,Enterprise,2023-11
INV00477,C081,2023-11-03,2023-12-03,250.46,Paid,Enterprise,2023-11
INV00478,C131,2023-11-03,2023-12-03,223.9,Paid,Pro,2023-11
INV00479,C087,2023-11-10,2023-12-10,370.35,Paid,Basic,2023-11
INV00480,C028,2023-11-10,2023-12-10,263.59,Paid,Basic,2023-11
INV00481,C049,2023-11-11,2023-12-11,223.01,Paid,Basic,2023-11
INV00482,C050,2023-11-02,2023-12-02,950.95,Overdue,Basic,2023-11
INV00483,C103,2023-11-12,2023-12-12,486.07,Paid,Enterprise,2023-11
INV00484,C078,2023-11-14,2023-12-14,241.76,Paid,Enterprise,2023-11
INV00485,C139,2023-11-03,2023-12-03,260.57,Paid,Basic,2023-11
INV00486,C047,2023-11-14,2023-12-14,401.84,Paid,Basic,2023-11
INV00487,C020,2023-11-26,2023-12-26,149.29,Overdue,Pro,2023-11
INV00488,C085,2023-11-23,2023-12-23,132.07,Partial,Pro,2023-11
INV00489,C040,2023-11-15,2023-12-15,509.34,Paid,Pro,2023-11
INV00490,C014,2023-11-23,2023-12-23,3385.23,Paid,Pro,2023-11
INV00491,C092,2023-11-14,2023-12-14,154.81,Paid,Basic,2023-11
INV00492,C132,2023-11-07,2023-12-07,141.96,Paid,Basic,2023-11
INV00493,C061,2023-11-13,2023-12-13,224.06,Paid,Basic,2023-11
INV00494,C104,2023-11-09,2023-12-09,294.25,Paid,Basic,2023-11
INV00495,C086,2023-11-03,2023-12-03,189.74,Paid,Pro,2023-11
INV00496,C039,2023-11-05,2023-12-05,322.96,Paid,Enterprise,2023-11
INV00497,C089,2023-11-26,2023-12-26,1014.83,Paid,Basic,2023-11
INV00498,C093,2023-11-24,2023-12-24,100.05,Paid,Pro,2023-11
INV00499,C117,2023-11-08,2023-12-08,291.43,Paid,Basic,2023-11
INV00500,C005,2023-11-27,2023-12-27,145.87,Paid,Basic,2023-11
INV00501,C078,2023-11-11,2023-12-11,329.05,Paid,Enterprise,2023-11
INV00502,C016,2023-11-11,2023-12-11,3414.3,Overdue,Basic,2023-11
INV00503,C029,2023-11-17,2023-12-17,1102.68,Paid,Pro,2023-11
INV00504,C027,2023-11-01,2023-12-01,260.6,Paid,Pro,2023-11
INV00505,C089,2023-11-18,2023-12-18,680.47,Open,Enterprise,2023-11
INV00506,C126,2023-11-21,2023-12-21,772.21,Paid,Basic,2023-11
INV00507,C107,2023-11-05,2023-12-05,941.59,Paid,Enterprise,2023-11
INV00508,C135,2023-11-18,2023-12-18,708.64,Paid,Enterprise,2023-11
INV00509,C098,2023-11-15,2023-12-15,315.26,Paid,Basic,2023-11
INV00510,C014,2023-11-22,2023-12-22,3979.69,Open,Pro,2023-11
INV00511,C063,2023-11-21,2023-12-21,234.76,Paid,Pro,2023-11
INV00512,C122,2023-11-01,2023-12-01,202.39,Overdue,Pro,2023-11
INV00513,C019,2023-11-19,2023-12-19,307.0,Overdue,Pro,2023-11
INV00514,C058,2023-11-07,2023-12-07,137.77,Paid,Basic,2023-11
INV00515,C019,2023-11-07,2023-12-07,200.95,Paid,Pro,2023-11
INV00516,C107,2023-11-18,2023-12-18,2256.99,Partial,Pro,2023-11
INV00517,C004,2023-11-26,2023-12-26,185.06,Paid,Enterprise,2023-11
INV00518,C080,2023-12-08,2024-01-07,168.87,Paid,Basic,2023-12
INV00519,C029,2023-12-09,2024-01-08,691.9,Overdue,Basic,2023-12
INV00520,C050,2023-12-04,2024-01-03,699.72,Partial,Pro,2023-12
INV00521,C106,2023-12-02,2024-01-01,216.09,Paid,Basic,2023-12
INV00522,C061,2023-12-10,2024-01-09,275.1,Paid,Enterprise,2023-12
INV00523,C131,2023-12-28,2024-01-27,127.35,Paid,Enterprise,2023-12
INV00524,C127,2023-12-24,2024-01-23,674.15,Paid,Basic,2023-12
INV00525,C124,2023-12-23,2024-01-22,216.57,Paid,Enterprise,2023-12
INV00526,C074,2023-12-17,2024-01-16,180.33,Paid,Enterprise,2023-12
INV00527,C078,2023-12-12,2024-01-11,142.33,Open,Enterprise,2023-12
INV00528,C027,2023-12-09,2024-01-08,82.36,Paid,Basic,2023-12
INV00529,C037,2023-12-10,2024-01-09,154.16,Open,Basic,2023-12
INV00530,C083,2023-12-19,2024-01-18,229.43,Open,Pro,2023-12
INV00531,C116,2023-12-05,2024-01-04,156.7,Paid,Enterprise,2023-12
INV00532,C046,2023-12-09,2024-01-08,140.56,Paid,Pro,2023-12
INV00533,C068,2023-12-20,2024-01-19,106.97,Paid,Pro,2023-12
INV00534,C059,2023-12-24,2024-01-23,5301.49,Paid,Pro,2023-12
INV00535,C098,2023-12-06,2024-01-05,604.59,Paid,Basic,2023-12
INV00536,C088,2023-12-03,2024-01-02,710.44,Paid,Basic,2023-12
INV00537,C069,2023-12-22,2024-01-21,636.75,Partial,Pro,2023-12
INV00538,C079,2023-12-28,2024-01-27,165.07,Partial,Enterprise,2023-12
INV00539,C059,2023-12-14,2024-01-13,4449.59,Overdue,Basic,2023-12
INV00540,C038,2023-12-09,2024-01-08,1850.74,Paid,Enterprise,2023-12
INV00541,C105,2023-12-21,2024-01-20,126.03,Paid,Pro,2023-12
INV00542,C050,2023-12-12,2024-01-11,655.88,Partial,Basic,2023-12
INV00543,C028,2023-12-17,2024-01-16,203.62,Paid,Enterprise,2023-12
INV00544,C126,2023-12-16,2024-01-15,869.08,Partial,Enterprise,2023-12
INV00545,C032,2023-12-04,2024-01-03,292.07,Open,Pro,2023-12
INV00546,C062,2023-12-04,2024-01-03,1489.97,Paid,Enterprise,2023-12
INV00547,C038,2023-12-19,2024-01-18,566.0,Paid,Enterprise,2023-12
INV00548,C017,2023-12-27,2024-01-26,115.09,Paid,Pro,2023-12
INV00549,C067,2023-12-27,2024-01-26,750.43,Paid,Basic,2023-12
INV00550,C035,2023-12-03,2024-01-02,248.7,Partial,Enterprise,2023-12
INV00551,C122,2023-12-15,2024-01-14,247.33,Open,Basic,2023-12
INV00552,C073,2023-12-25,2024-01-24,213.34,Overdue,Basic,2023-12
INV00553,C050,2023-12-04,2024-01-03,810.27,Open,Pro,2023-12
INV00554,C014,2023-12-01,2023-12-31,2792.9,Paid,Basic,2023-12
INV00555,C030,2023-12-15,2024-01-14,241.79,Partial,Enterprise,2023-12
INV00556,C121,2023-12-08,2024-01-07,219.08,Paid,Pro,2023-12
INV00557,C007,2023-12-15,2024-01-14,159.31,Overdue,Enterprise,2023-12
INV00558,C064,2023-12-28,2024-01-27,247.68,Paid,Pro,2023-12
INV00559,C031,2023-12-16,2024-01-15,4156.3,Paid,Basic,2023-12
INV00560,C109,2023-12-03,2024-01-02,2828.72,Partial,Pro,2023-12
INV00561,C018,2023-12-03,2024-01-02,544.29,Paid,Pro,2023-12
INV00562,C035,2023-12-02,2024-01-01,157.46,Paid,Basic,2023-12
INV00563,C026,2023-12-28,2024-01-27,117.43,Paid,Enterprise,2023-12
INV00564,C134,2023-12-04,2024-01-03,380.34,Paid,Pro,2023-12
INV00565,C021,2023-12-19,2024-01-18,318.71,Partial,Basic,2023-12
INV00566,C052,2023-12-11,2024-01-10,221.07,Paid,Basic,2023-12
INV00567,C066,2023-12-25,2024-01-24,750.16,Open,Enterprise,2023-12
INV00568,C093,2023-12-13,2024-01-12,145.23,Paid,Pro,2023-12
INV00569,C121,2023-12-24,2024-01-23,172.71,Paid,Basic,2023-12
INV00570,C094,2023-12-21,2024-01-20,59.39,Paid,Pro,2023-12
INV00571,C073,2023-12-06,2024-01-05,261.27,Paid,Basic,2023-12
INV00572,C081,2023-12-21,2024-01-20,593.27,Paid,Enterprise,2023-12
INV00573,C051,2023-12-12,2024-01-11,285.08,Overdue,Basic,2023-12
INV00574,C110,2023-12-05,2024-01-04,126.11,Overdue,Basic,2023-12
INV00575,C047,2023-12-25,2024-01-24,104.89,Paid,Basic,2023-12
INV00576,C137,2023-12-01,2023-12-31,1130.44,Paid,Pro,2023-12
INV00577,C056,2023-12-14,2024-01-13,2063.48,Paid,Basic,2023-12
INV00578,C108,2023-12-12,2024-01-11,559.14,Paid,Basic,2023-12
INV00579,C026,2023-12-07,2024-01-06,230.9,Open,Enterprise,2023-12
INV00580,C032,2023-12-15,2024-01-14,381.56,Paid,Basic,2023-12
INV00581,C003,2023-12-24,2024-01-23,262.24,Paid,Pro,2023-12
INV00582,C066,2023-12-11,2024-01-10,545.64,Paid,Basic,2023-12
INV00583,C047,2023-12-17,2024-01-16,174.18,Partial,Enterprise,2023-12
INV00584,C016,2023-12-12,2024-01-11,2518.09,Paid,Enterprise,2023-12
INV00585,C077,2023-12-01,2023-12-31,1971.44,Paid,Pro,2023-12
INV00586,C018,2023-12-01,2023-12-31,206.58,Paid,Basic,2023-12
INV00587,C139,2023-12-10,2024-01-09,157.97,Overdue,Enterprise,2023-12
INV00588,C072,2023-12-17,2024-01-16,875.34,Paid,Enterprise,2023-12
INV00589,C081,2023-12-07,2024-01-06,366.1,Paid,Enterprise,2023-12
INV00590,C107,2023-12-12,2024-01-11,759.75,Paid,Pro,2023-12
INV00591,C137,2023-12-14,2024-01-13,1349.28,Overdue,Enterprise,2023-12
INV00592,C051,2023-12-08,2024-01-07,172.6,Paid,Pro,2023-12
INV00593,C101,2023-12-08,2024-01-07,176.16,Paid,Pro,2023-12
INV00594,C012,2023-12-13,2024-01-12,533.86,Overdue,Basic,2023-12
INV00595,C004,2023-12-26,2024-01-25,193.64,Open,Pro,2023-12
INV00596,C061,2023-12-11,2024-01-10,238.38,Paid,Pro,2023-12
INV00597,C101,2023-12-08,2024-01-07,126.75,Overdue,Pro,2023-12
INV00598,C043,2023-12-10,2024-01-09,110.24,Paid,Enterprise,2023-12
INV00599,C100,2023-12-28,2024-01-27,241.93,Paid,Basic,2023-12
INV00600,C008,2023-12-08,2024-01-07,222.59,Paid,Pro,2023-12
INV00601,C088,2023-12-25,2024-01-24,1215.87,Overdue,Pro,2023-12
INV00602,C020,2023-12-12,2024-01-11,134.8,Paid,Basic,2023-12
INV00603,C092,2023-12-26,2024-01-25,169.35,Paid,Basic,2023-12
INV00604,C129,2023-12-15,2024-01-14,149.77,Paid,Pro,2023-12
INV00605,C138,2023-12-21,2024-01-20,166.94,Overdue,Basic,2023-12
INV00606,C039,2023-12-03,2024-01-02,219.34,Paid,Enterprise,2023-12
INV00607,C107,2023-12-28,2024-01-27,955.77,Open,Pro,2023-12
INV00608,C021,2023-12-25,2024-01-24,369.63,Overdue,Basic,2023-12
INV00609,C025,2023-12-07,2024-01-06,159.0,Paid,Basic,2023-12
INV00610,C138,2023-12-04,2024-01-03,142.67,Paid,Enterprise,2023-12
INV00611,C081,2023-12-01,2023-12-31,147.16,Open,Basic,2023-12
INV00612,C072,2023-12-04,2024-01-03,888.22,Paid,Pro,2023-12
INV00613,C078,2023-12-20,2024-01-19,206.19,Paid,Enterprise,2023-12
INV00614,C018,2023-12-01,2023-12-31,181.45,Paid,Enterprise,2023-12
INV00615,C076,2023-12-17,2024-01-16,1070.88,Paid,Pro,2023-12
INV00616,C001,2023-12-08,2024-01-07,195.43,Paid,Pro,2023-12
INV00617,C040,2023-12-28,2024-01-27,251.0,Open,Enterprise,2023-12
INV00618,C115,2023-12-26,2024-01-25,225.52,Partial,Pro,2023-12
INV00619,C078,2023-12-03,2024-01-02,140.48,Paid,Enterprise,2023-12
INV00620,C114,2023-12-21,2024-01-20,1431.84,Paid,Pro,2023-12
INV00621,C103,2023-12-06,2024-01-05,929.23,Overdue,Pro,2023-12
INV00622,C080,2023-12-09,2024-01-08,128.67,Open,Pro,2023-12
INV00623,C057,2023-12-16,2024-01-15,172.8,Overdue,Basic,2023-12
INV00624,C114,2023-12-14,2024-01-13,1177.14,Partial,Pro,2023-12
INV00625,C107,2023-12-27,2024-01-26,1164.79,Paid,Basic,2023-12
INV00626,C082,2023-12-27,2024-01-26,4037.33,Overdue,Enterprise,2023-12
INV00627,C097,2023-12-27,2024-01-26,246.94,Paid,Basic,2023-12
INV00628,C038,2023-12-10,2024-01-09,778.65,Paid,Pro,2023-12
INV00629,C068,2023-12-01,2023-12-31,249.26,Partial,Pro,2023-12
INV00630,C039,2023-12-23,2024-01-22,178.84,Paid,Basic,2023-12
INV00631,C119,2023-12-07,2024-01-06,259.41,Overdue,Basic,2023-12
INV00632,C139,2023-12-17,2024-01-16,236.38,Overdue,Basic,2023-12
INV00633,C107,2023-12-10,2024-01-09,1134.35,Paid,Basic,2023-12
INV00634,C098,2023-12-21,2024-01-20,693.03,Paid,Basic,2023-12
INV00635,C059,2024-01-01,2024-01-31,3230.52,Paid,Pro,2024-01
INV00636,C044,2024-01-18,2024-02-17,297.43,Paid,Basic,2024-01
INV00637,C090,2024-01-07,2024-02-06,383.68,Partial,Pro,2024-01
INV00638,C088,2024-01-03,2024-02-02,689.18,Partial,Pro,2024-01
INV00639,C064,2024-01-15,2024-02-14,145.15,Paid,Enterprise,2024-01
INV00640,C086,2024-01-05,2024-02-04,318.77,Paid,Enterprise,2024-01
INV00641,C049,2024-01-20,2024-02-19,267.97,Paid,Pro,2024-01
INV00642,C052,2024-01-05,2024-02-04,203.63,Paid,Pro,2024-01
INV00643,C018,2024-01-04,2024-02-03,177.86,Paid,Pro,2024-01
INV00644,C087,2024-01-07,2024-02-06,173.46,Paid,Pro,2024-01
INV00645,C075,2024-01-27,2024-02-26,182.66,Paid,Enterprise,2024-01
INV00646,C044,2024-01-16,2024-02-15,219.44,Paid,Enterprise,2024-01
INV00647,C092,2024-01-12,2024-02-11,147.32,Paid,Pro,2024-01
INV00648,C116,2024-01-17,2024-02-16,292.68,Paid,Enterprise,2024-01
INV00649,C079,2024-01-28,2024-02-27,121.93,Paid,Basic,2024-01
INV00650,C037,2024-01-03,2024-02-02,314.12,Paid,Basic,2024-01
INV00651,C032,2024-01-11,2024-02-10,135.02,Paid,Basic,2024-01
INV00652,C092,2024-01-24,2024-02-23,152.2,Paid,Enterprise,2024-01
INV00653,C007,2024-01-04,2024-02-03,104.52,Paid,Enterprise,2024-01
INV00654,C049,2024-01-26,2024-02-25,172.98,Overdue,Pro,2024-01
INV00655,C094,2024-01-16,2024-02-15,177.34,Paid,Pro,2024-01
INV00656,C130,2024-01-15,2024-02-14,333.68,Paid,Pro,2024-01
INV00657,C103,2024-01-16,2024-02-15,387.7,Paid,Enterprise,2024-01
INV00658,C019,2024-01-25,2024-02-24,129.09,Partial,Basic,2024-01
INV00659,C140,2024-01-11,2024-02-10,245.59,Paid,Enterprise,2024-01
INV00660,C004,2024-01-27,2024-02-26,154.21,Open,Pro,2024-01
INV00661,C018,2024-01-21,2024-02-20,138.98,Open,Pro,2024-01
INV00662,C034,2024-01-13,2024-02-12,853.16,Paid,Enterprise,2024-01
INV00663,C069,2024-01-12,2024-02-11,548.99,Overdue,Enterprise,2024-01
INV00664,C035,2024-01-15,2024-02-14,261.12,Paid,Pro,2024-01
INV00665,C107,2024-01-23,2024-02-22,484.56,Paid,Pro,2024-01
INV00666,C120,2024-01-24,2024-02-23,257.45,Paid,Basic,2024-01
INV00667,C105,2024-01-10,2024-02-09,190.19,Overdue,Basic,2024-01
INV00668,C069,2024-01-22,2024-02-21,815.46,Open,Basic,2024-01
INV00669,C074,2024-01-02,2024-02-01,212.61,Paid,Pro,2024-01
INV00670,C124,2024-01-19,2024-02-18,242.88,Paid,Pro,2024-01
INV00671,C084,2024-01-18,2024-02-17,100.54,Paid,Enterprise,2024-01
INV00672,C024,2024-01-25,2024-02-24,325.68,Paid,Basic,2024-01
INV00673,C050,2024-01-18,2024-02-17,500.05,Paid,Basic,2024-01
INV00674,C045,2024-01-02,2024-02-01,842.26,Partial,Basic,2024-01
INV00675,C035,2024-01-21,2024-02-20,171.32,Overdue,Pro,2024-01
INV00676,C063,2024-01-22,2024-02-21,383.99,Open,Enterprise,2024-01
INV00677,C117,2024-01-03,2024-02-02,238.65,Partial,Basic,2024-01
INV00678,C106,2024-01-05,2024-02-04,416.68,Paid,Basic,2024-01
INV00679,C082,2024-01-24,2024-02-23,1927.28,Paid,Pro,2024-01
INV00680,C032,2024-01-13,2024-02-12,194.63,Open,Basic,2024-01
INV00681,C079,2024-01-25,2024-02-24,323.46,Open,Basic,2024-01
INV00682,C032,2024-01-24,2024-02-23,190.59,Paid,Basic,2024-01
INV00683,C034,2024-01-07,2024-02-06,915.41,Paid,Enterprise,2024-01
INV00684,C076,2024-01-11,2024-02-10,652.62,Partial,Basic,2024-01
INV00685,C017,2024-01-16,2024-02-15,225.84,Open,Pro,2024-01
INV00686,C091,2024-01-20,2024-02-19,296.27,Paid,Basic,2024-01
INV00687,C089,2024-01-03,2024-02-02,970.65,Open,Pro,2024-01
INV00688,C118,2024-01-18,2024-02-17,2845.41,Overdue,Basic,2024-01
INV00689,C099,2024-01-06,2024-02-05,137.55,Paid,Enterprise,2024-01
INV00690,C082,2024-01-14,2024-02-13,4899.8,Overdue,Basic,2024-01
INV00691,C053,2024-01-10,2024-02-09,249.66,Paid,Basic,2024-01
INV00692,C042,2024-01-19,2024-02-18,522.41,Paid,Basic,2024-01
INV00693,C136,2024-01-08,2024-02-07,267.34,Partial,Basic,2024-01
INV00694,C082,2024-01-05,2024-02-04,3513.21,Overdue,Enterprise,2024-01
INV00695,C109,2024-01-27,2024-02-26,3717.01,Paid,Basic,2024-01
INV00696,C024,2024-01-22,2024-02-21,150.01,Paid,Basic,2024-01
INV00697,C032,2024-01-25,2024-02-24,265.06,Paid,Enterprise,2024-01
INV00698,C107,2024-01-16,2024-02-15,691.96,Paid,Basic,2024-01
